Date_Time,Author,Title,URL
23 октября 23:07,Павел Лысенков,"Роман Ротенберг поспорил с журналистом: «А если мы поедем на автобусе в центр, и что‑то случится? Надо ценить каждую минуту!»",https://matchtv.ru/hockey/matchtvnews_NI2124337_Roman_Rotenberg_posporil_s_zhurnalistom_A_jesli_my_pojedem_na_avtobuse_v_centr_i_chtoto_sluchitsa_Nado_cenit_kazhduju_minutu
23 октября 22:59,Павел Лысенков,Роман Ротенберг: «В матче с «Куньлунем» мы однозначно не показали нашу лучшую игру»,https://matchtv.ru/hockey/matchtvnews_NI2124334_Roman_Rotenberg_V_matche_s_Kunlunem_my_odnoznachno_ne_pokazali_nashu_luchshuju_igru
23 октября 22:56,Автор не известен,ЦСКА забросил семь безответных шайб «Амуру» в КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2124332_CSKA_zabrosil_sem_bezotvetnyh_shajb_Amuru_v_KKhL
23 октября 22:52,Павел Лысенков,"Роман Ротенберг: «Я помню, как выступал Христо Стоичков — забивал ударами с левой. Но любого тренера делают игроки!»",https://matchtv.ru/hockey/matchtvnews_NI2124329_Roman_Rotenberg_Ja_pomnu_kak_vystupal_Khristo_Stoichkov__zabival_udarami_s_levoj_No_lubogo_trenera_delajut_igroki
23 октября 22:45,Степан Карпухин,Хоккеист ЦСКА Мамин — о крупной победе над «Амуром»: «Одной игрой за старт чемпионата не отмазаться»,https://matchtv.ru/hockey/matchtvnews_NI2124325_Hokkeist_CSKA_Mamin__o_krupnoj_pobede_nad_Amurom_Odnoj_igroj_za_start_chempionata_ne_otmazatsa
23 октября 22:45,Степан Карпухин,«Пару человек у нас прорвало». Главный тренер ЦСКА Воробьев — о разгроме «Амура»,https://matchtv.ru/hockey/matchtvnews_NI2124324_Paru_chelovek_u_nas_prorvalo_Glavnyj_trener_CSKA_Vorobjev__o_razgrome_Amura
23 октября 22:41,Павел Лысенков,Роман Ротенберг посвятил победу ушедшему из жизни ветерану СКА,https://matchtv.ru/hockey/matchtvnews_NI2124322_Roman_Rotenberg_posvatil_pobedu_ushedshemu_iz_zhizni_veteranu_SKA
23 октября 22:30,Степан Карпухин,"«Могу выделить только трех человек. Если я их назову, в следующем матче провалятся, у меня черный глаз» — тренер «Амура» Мартемьянов",https://matchtv.ru/hockey/matchtvnews_NI2124316_Mogu_vydelit_tolko_treh_chelovek_Jesli_ja_ih_nazovu_v_sledujushhem_matche_provalatsa_u_mena_chernyj_glaz__trener_Amura_Martemjanov
23 октября 22:29,Павел Лысенков,"Роман Ротенберг: «Стыдно, когда на матчах «Куньлуня» только по 100 болельщиков на трибунах!»",https://matchtv.ru/hockey/matchtvnews_NI2124315_Roman_Rotenberg_Stydno_kogda_na_matchah_Kunluna_tolko_po_100_bolelshhikov_na_tribunah
23 октября 22:25,Степан Карпухин,"Главный тренер «Амура» Мартемьянов заявил, что настаивал, чтобы тренера нападающих Федорова не увольняли",https://matchtv.ru/hockey/matchtvnews_NI2124314_Glavnyj_trener_Amura_Martemjanov_zajavil_chto_nastaival_chtoby_trenera_napadaushih_Fedorova_ne_uvolnali
23 октября 21:47,Автор не известен,Хет‑трик Плотникова помог СКА разгромить «Куньлунь» со счетом 8:0 в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2124303_Hettrik_Plotnikova_pomog_SKA_razgromit_Kunlun_so_schetom_80_v_matche_KKhL
23 октября 21:27,Автор не известен,"Спунер: «Когда «Авангард» сдедал предложение, посчитал, что стоит вернуться»",https://matchtv.ru/hockey/matchtvnews_NI2124295_Spuner_Kogda_Avangard_sdedal_predlozhenije_poschital_chto_stoit_vernutsa
23 октября 20:44,Автор не известен,Хоккеист «Динамо» Рябкин включен в список самых перспективных игроков драфта‑2025 от Центрального скаутского бюро НХЛ,https://matchtv.ru/hockey/matchtvnews_NI2124269_Hokkeist_Dinamo_Rabkin_vkluchen_v_spisok_samyh_perspektivnyh_igrokov_drafta2025_ot_Centralnogo_skautskogo_buro_NKhL
23 октября 20:39,Павел Лысенков,"Тренер «Автомобилиста» Заварухин: «Имели семь выходных, как по конституции РФ. Надеюсь, избежим спада»",https://matchtv.ru/hockey/matchtvnews_NI2124267_Trener_Avtomobilista_Zavaruhin_Imeli_sem_vyhodnyh_kak_po_konstitucii_RF_Nadejus_izbezhim_spada
23 октября 20:20,Павел Лысенков,"Тренер московского «Динамо» Козлов: «К сожалению, мы много удаляемся. Пытаемся это исправить, но не получается»",https://matchtv.ru/hockey/matchtvnews_NI2124257_Trener_moskovskogo_Dinamo_Kozlov_K_sozhaleniju_my_mnogo_udalajemsa_Pytajemsa_eto_ispravit_no_ne_poluchajetsa
23 октября 20:00,Павел Лысенков,Тренер «Авангарда» Звягин: «Бердин уехал на лечение в Санкт‑Петербург. Сроки его возвращения пока неутешительные»,https://matchtv.ru/hockey/matchtvnews_NI2124251_Trener_Avangarda_Zvagin_Berdin_ujehal_na_lechenije_v_SanktPeterburg_Sroki_jego_vozvrashhenija_poka_neuteshitelnyje
23 октября 19:46,Павел Лысенков,Тренер «Трактора» Гру: «Усталость или измотанность — таких слов нет в нашем лексиконе. Мы верим в своих игроков»,https://matchtv.ru/hockey/matchtvnews_NI2124248_Trener_Traktora_Gru_Ustalost_ili_izmotannost__takih_slov_net_v_nashem_leksikone_My_verim_v_svoih_igrokov
23 октября 19:21,Автор не известен,Гол Чернова принес московскому «Динамо» победу в гостевом матче КХЛ с «Автомобилистом»,https://matchtv.ru/hockey/matchtvnews_NI2124232_Gol_Chernova_prines_moskovskomu_Dinamo_pobedu_v_gostevom_matche_KKhL_s_Avtomobilistom
23 октября 18:58,Автор не известен,«Трактор» на выезде обыграл «Авангард» в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2124222_Traktor_na_vyjezde_obygral_Avangard_v_matche_KKhL
23 октября 18:57,Автор не известен,Обладатель Кубка Гагарина Анисин вошел в тренерский штаб «Академии СКА‑Юниор» из МХЛ,https://matchtv.ru/hockey/matchtvnews_NI2124221_Obladatel_Kubka_Gagarina_Anisin_voshel_v_trenerskij_shtab_Akademii_SKAJunior_iz_MKhL
23 октября 18:40,Андрей Ирха,"Епанчинцев — об интересе к Дыбленко: «Менеджер работает в этом направлении. У нас непростая финансовая ситуация, но посмотрим»",https://matchtv.ru/hockey/matchtvnews_NI2124207_Jepanchincev__ob_interese_k_Dyblenko_Menedzher_rabotajet_v_etom_napravlenii_U_nas_neprostaja_finansovaja_situacija_no_posmotrim
23 октября 18:35,Андрей Ирха,Мамбеталиев: «Было беспокойство по физическому состоянию «Барыса» после выезда в Минск. Раскатка прошла в сонном состоянии»,https://matchtv.ru/hockey/matchtvnews_NI2124202_Mambetalijev_Bylo_bespokojstvo_po_fizicheskomu_sostojaniju_Barysa_posle_vyjezda_v_Minsk_Raskatka_proshla_v_sonnom_sostojanii
23 октября 18:16,Андрей Ирха,"Тренер «Сибири» Епанчинцев: «Не сказал бы, что команда перегорела. Не хватило реализации и агрессии перед воротами «Барыса»",https://matchtv.ru/hockey/matchtvnews_NI2124195_Trener_Sibiri_Jepanchincev_Ne_skazal_by_chto_komanda_peregorela_Ne_khvatilo_realizacii_i_agressii_pered_vorotami_Barysa
23 октября 18:11,Андрей Ирха,"Главный тренер «Барыса» Мамбеталиев: «Ребята готовы сражаться. Видна самоотдача как на тренировках, так и в игре»",https://matchtv.ru/hockey/matchtvnews_NI2124193_Glavnyj_trener_Barysa_Mambetalijev_Rebata_gotovy_srazhatsa_Vidna_samootdacha_kak_na_trenirovkah_tak_i_v_igre
23 октября 17:58,Автор не известен,Шайба Бурдасова помогла «Барысу» обыграть «Сибирь» в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2124187_Shajba_Burdasova_pomogla_Barysu_obygrat_Sibir_v_matche_KKhL
23 октября 17:11,Автор не известен,Хоккеист Спунер назвал главные проблемы «Авангарда» в нынешнем сезоне КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2124176_Hokkeist_Spuner_nazval_glavnyje_problemy_Avangarda_v_nyneshnem_sezone_KKhL
23 октября 13:55,Автор не известен,"Тренер «Трактора» Рише объяснил, почему сделал выбор в пользу российского клуба",https://matchtv.ru/hockey/matchtvnews_NI2124099_Trener_Traktora_Rishe_objasnil_pochemu_sdelal_vybor_v_polzu_rossijskogo_kluba
23 октября 11:49,Автор не известен,"Щитов считает, что молодые хоккеисты могут многому научиться у Шипачева",https://matchtv.ru/hockey/matchtvnews_NI2123996_Shhitov_schitajet_chto_molodyje_khokkeisty_mogut_mnogomu_nauchitsa_u_Shipacheva
23 октября 10:18,Автор не известен,"«Трактор» может сотворить чудо и завоевать Кубок Гагарина, считает Баландин",https://matchtv.ru/hockey/matchtvnews_NI2123938_Traktor_mozhet_sotvorit_chudo_i_zavojevat_Kubok_Gagarina_schitajet_Balandin
22 октября 23:32,Автор не известен,"Хоккеист «Трактора» Кэмпфер заявил, что для него важнее победа команды, чем его результативные действия",https://matchtv.ru/hockey/matchtvnews_NI2123768_Hokkeist_Traktora_Kempfer_zajavil_chto_dla_nego_vazhneje_pobeda_komandy_chem_jego_rezultativnyje_dejstvija
22 октября 22:20,Павел Лысенков,"Тренер «Нефтехимика» Леонтьев: «Вроде в третьем периоде здорово сыграли, перебросали соперника в три раза. Но результат на табло»",https://matchtv.ru/hockey/matchtvnews_NI2123730_Trener_Neftehimika_Leontjev_Vrode_v_tretjem_periode_zdorovo_sygrali_perebrosali_sopernika_v_tri_raza_No_rezultat_na_tablo
22 октября 21:08,Павел Лысенков,Тренер «Салавата» отреагировал на слухи о задержках по зарплате и нежелании хоккеистов играть,https://matchtv.ru/hockey/matchtvnews_NI2123705_Trener_Salavata_otreagiroval_na_sluhi_o_zaderzhkah_po_zarplate_i_nezhelanii_khokkeistov_igrat
22 октября 20:50,Павел Лысенков,Сергей Зубов: «Нужно бросать из любых позиций. Эта резиновая штука — она же шальная»,https://matchtv.ru/hockey/matchtvnews_NI2123695_Sergej_Zubov_Nuzhno_brosat_iz_lubyh_pozicij_Eta_rezinovaja_shtuka__ona_zhe_shalnaja
22 октября 19:42,Автор не известен,Канадский форвард минского «Динамо» назвал двух белорусов с потенциалом заиграть в НХЛ,https://matchtv.ru/hockey/matchtvnews_NI2123672_Kanadskij_forvard_minskogo_Dinamo_nazval_dvuh_belorusov_s_potencialom_zaigrat_v_NKhL
22 октября 19:42,Автор не известен,«Салават Юлаев» в серии буллитов победил «Сочи» в КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2123673_Salavat_Julajev_v_serii_bullitov_pobedil_Sochi_v_KKhL
22 октября 19:33,Автор не известен,"Хоккеист Тирни: «Квартальнов хорошо говорит по‑английски, что облегчает общение»",https://matchtv.ru/hockey/matchtvnews_NI2123667_Hokkeist_Tirni_Kvartalnov_khorosho_govorit_poanglijski_chto_oblegchajet_obshhenije
22 октября 18:58,Автор не известен,Вратарь «Нефтехимика» Долганов назвал хоккеиста КХЛ с самым хлестким броском,https://matchtv.ru/hockey/matchtvnews_NI2123658_Vratar_Neftehimika_Dolganov_nazval_khokkeista_KKhL_s_samym_khlestkim_broskom
22 октября 18:42,Автор не известен,Тренер «Авангарда»: «Многим вскружили голову победы на старте. Сейчас отталкиваемся от пола»,https://matchtv.ru/hockey/matchtvnews_NI2123654_Trener_Avangarda_Mnogim_vskruzhili_golovu_pobedy_na_starte_Sejchas_ottalkivajemsa_ot_pola
22 октября 18:26,Автор не известен,"Терещенко считает, что у «Авангарда» нет недостатков",https://matchtv.ru/hockey/matchtvnews_NI2123650_Tereshhenko_schitajet_chto_u_Avangarda_net_nedostatkov
22 октября 17:26,Автор не известен,«Северсталь» поместила защитника Дыбленко в список отказов,https://matchtv.ru/hockey/matchtvnews_NI2123629_Severstal_pomestila_zashhitnika_Dyblenko_v_spisok_otkazov
22 октября 17:13,Автор не известен,"Курьянов рассказал, что хоккеист Кесселс вернулся в общую группу «Авангарда»",https://matchtv.ru/hockey/matchtvnews_NI2123622_Kurjanov_rasskazal_chto_khokkeist_Kessels_vernulsa_v_obshhuju_gruppu_Avangarda
22 октября 16:11,Автор не известен,"Хоккеист «Металлурга» Силантьев: «Наша тройка с Зерновым и Канцеровым — не великая, мы еще молодые»",https://matchtv.ru/hockey/matchtvnews_NI2123598_Hokkeist_Metallurga_Silantjev_Nasha_trojka_s_Zernovym_i_Kancerovym__ne_velikaja_my_jeshhe_molodyje
22 октября 15:41,Автор не известен,"Курьянов рассказал, почему покинул должность генменеджера «Авангарда»",https://matchtv.ru/hockey/matchtvnews_NI2123571_Kurjanov_rasskazal_pochemu_pokinul_dolzhnost_genmenedzhera_Avangarda
22 октября 15:36,Автор не известен,"Получивший травму позвоночника Кузьмин: «Мне интересно комментирование футбола, но завершать карьеру хоккеиста пока не хочу»",https://matchtv.ru/hockey/matchtvnews_NI2123569_Poluchivshij_travmu_pozvonochnika_Kuzmin_Mne_interesno_kommentirovanije_futbola_no_zavershat_karjeru_khokkeista_poka_ne_khochu
22 октября 15:33,Автор не известен,"«Проанализировал момент, у меня было много времени». Кузьмин не винит Дица за силовой прием в матче КХЛ",https://matchtv.ru/hockey/matchtvnews_NI2123568_Proanaliziroval_moment_u_mena_bylo_mnogo_vremeni_Kuzmin_ne_vinit_Dica_za_silovoj_prijem_v_matche_KKhL
22 октября 15:19,Автор не известен,"«Шестой грудной позвонок был сломан, но костный мозг не поврежден» — игрок «Салавата Юлаева» Кузьмин",https://matchtv.ru/hockey/matchtvnews_NI2123563_Shestoj_grudnoj_pozvonok_byl_sloman_no_kostnyj_mozg_ne_povrezhden__igrok_Salavata_Julajeva_Kuzmin
22 октября 14:25,Автор не известен,"«Здорово, когда на одной перчатке надпись «Спартак», а на другой — Москва. Это хорошая реклама клуба» — хоккеист Рубцов",https://matchtv.ru/hockey/matchtvnews_NI2123542_Zdorovo_kogda_na_odnoj_perchatke_nadpis_Spartak_a_na_drugoj__Moskva_Eto_khoroshaja_reklama_kluba__khokkeist_Rubcov
22 октября 13:26,Автор не известен,"Щитов объяснил, для чего канадский хоккеист Пакетт получил российское гражданство",https://matchtv.ru/hockey/matchtvnews_NI2123485_Shhitov_objasnil_dla_chego_kanadskij_khokkeist_Pakett_poluchil_rossijskoje_grazhdanstvo
22 октября 10:58,Автор не известен,«Салавату Юлаеву» объявлено предостережение из‑за задолженности по зарплатам,https://matchtv.ru/hockey/matchtvnews_NI2123495_Salavatu_Julajevu_objavleno_predosterezhenije_izza_zadolzhennosti_po_zarplatam
21 октября 22:13,Андрей Ирха,Ротенберг: «Воробьев — петербургский Сульшер? В каждом матче надо дорожить моментами и забивать голы»,https://matchtv.ru/hockey/matchtvnews_NI2123431_Rotenberg_Vorobjev__peterburgskij_Sulsher_V_kazhdom_matche_nado_dorozhit_momentami_i_zabivat_goly
21 октября 22:06,Андрей Ирха,"Ротенберг: «Президент России подписал указ о выдаче гражданства Пакетту, и это решение мы должны уважать»",https://matchtv.ru/hockey/matchtvnews_NI2123428_Rotenberg_Prezident_Rossii_podpisal_ukaz_o_vydache_grazhdanstva_Pakettu_i_eto_reshenije_my_dolzhny_uvazhat
21 октября 22:02,Автор не известен,«Металлург» в гостях обыграл «Куньлунь» в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2123426_Metallurg_v_gostah_obygral_Kunlun_v_matche_KKhL
21 октября 21:59,Андрей Ирха,"Ротенберг: «Мы хотим, чтобы каждый игрок СКА знал историю нашей великой страны. Де Анджело ценит каждый день нахождения в России»",https://matchtv.ru/hockey/matchtvnews_NI2123422_Rotenberg_My_khotim_chtoby_kazhdyj_igrok_SKA_znal_istoriju_nashej_velikoj_strany_De_Andzhelo_cenit_kazhdyj_den_nahozhdenija_v_Rossii
21 октября 21:50,Андрей Ирха,"Ротенберг: «С Рендуличем всё хорошо, скоро мы его увидим. Лука Модрич тоже иногда пропускает матчи»",https://matchtv.ru/hockey/matchtvnews_NI2123420_Rotenberg_S_Rendulichem_vso_khorosho_skoro_my_jego_uvidim_Luka_Modrich_tozhe_inogda_propuskajet_matchi
21 октября 21:45,Автор не известен,«Локомотив» в серии буллитов обыграл московское «Динамо» в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2123419_Lokomotiv_v_serii_bullitov_obygral_moskovskoje_Dinamo_v_matche_KKhL
21 октября 21:40,Андрей Ирха,"Десятков — о разгроме от СКА: «Когда нам чего‑то не хватает, случается «черт побери». Не имеем права разваливаться перед болельщиками»",https://matchtv.ru/hockey/matchtvnews_NI2123418_Desatkov__o_razgrome_ot_SKA_Kogda_nam_chegoto_ne_khvatajet_sluchajetsa_chert_poberi_Ne_imejem_prava_razvalivatsa_pered_bolelshhikami
21 октября 21:39,Автор не известен,Минское «Динамо» уступило «Барысу» в 900‑м матче Квартального в КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2123417_Minskoje_Dinamo_ustupilo_Barysu_v_900m_matche_Kvartalnogo_v_KKhL
21 октября 21:35,Андрей Ирха,"Ротенберг — о разгроме «Витязя»: «Кепка, которую я надел на Григоренко, принадлежала массажисту. Победа открывает все двери»",https://matchtv.ru/hockey/matchtvnews_NI2123414_Rotenberg__o_razgrome_Vitaza_Kepka_kotoruju_ja_nadel_na_Grigorenko_prinadlezhala_massazhistu_Pobeda_otkryvajet_vse_dveri
21 октября 21:27,Автор не известен,Хет‑трик Григоренко помог СКА разгромить «Витязь» со счетом 8:1 в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2123411_Hettrik_Grigorenko_i_dve_peredachi_Kuznecova_pomogli_SKA_razgromit_Vitaz_v_matche_KKhL
21 октября 21:24,Андрей Ирха,"Хоккеист Мокрушев, которому коньком выбили зубы, не сможет помочь «Сочи» в ближайших матчах",https://matchtv.ru/hockey/matchtvnews_NI2123409_Hokkeist_Mokrushev_kotoromu_konkom_vybili_zuby_ne_smozhet_pomoch_Sochi_v_blizhajshih_matchah
21 октября 20:55,Андрей Ирха,"Плющев: «То, что сейчас творится с ЦСКА, — это отголоски весны прошлого сезона. Выводы не сделаны»",https://matchtv.ru/hockey/matchtvnews_NI2123399_Plushhev_To_chto_sejchas_tvoritsa_s_CSKA__eto_otgoloski_vesny_proshlogo_sezona_Vyvody_ne_sdelany
21 октября 20:39,Автор не известен,"Крикунов заявил, что, скорее всего, больше не будет никого тренировать",https://matchtv.ru/hockey/matchtvnews_NI2123392_Krikunov_zajavil_chto_skoreje_vsego_bolshe_ne_budet_nikogo_trenirovat
21 октября 19:21,Автор не известен,Квартальнов первым в КХЛ провел 900 матчей в качестве главного тренера,https://matchtv.ru/hockey/matchtvnews_NI2123364_Kvartalnov_pervym_v_KKhL_provel_900_matchej_v_kachestve_glavnogo_trenera
21 октября 19:12,Андрей Ирха,"Тренер «Сибири»: «Положительный момент был в третьем периоде, когда трибуны кричали: «Молодцы». Главное, что мы не бросили играть»",https://matchtv.ru/hockey/matchtvnews_NI2123356_Trener_Sibiri_Polozhitelnyj_moment_byl_v_tretjem_periode_kogda_tribuny_krichali_Molodcy_Glavnoje_chto_my_ne_brosili_igrat
21 октября 19:09,Автор не известен,Юный хоккеист «Нефтехимика» получил травму позвоночника во время игры,https://matchtv.ru/hockey/matchtvnews_NI2123355_Junyj_khokkeist_Neftehimika_poluchil_travmu_pozvonochnika_vo_vrema_igry
21 октября 18:49,Андрей Ирха,"Бенуа Гру: «Не могу сказать, за что смог бы критиковать команду. Если бы у «Трактора» было 13 поражений, я бы здесь не сидел»",https://matchtv.ru/hockey/matchtvnews_NI2123348_Benua_Gru_Ne_mogu_skazat_za_chto_smog_by_kritikovat_komandu_Jesli_by_u_Traktora_bylo_13_porazhenij_ja_by_zdes_ne_sidel
21 октября 18:24,Андрей Ирха,"Бенуа Гру после матча с «Сибирью»: «Доволен увиденным. Роль Кадейкина очень важна, нравится его динамика в последнем месяце»",https://matchtv.ru/hockey/matchtvnews_NI2123340_Benua_Gru_posle_matcha_s_Sibirju_Dovolen_uvidennym_Rol_Kadejkina_ochen_vazhna_nravitsa_jego_dinamika_v_poslednem_mesace
21 октября 18:23,Андрей Ирха,"Епанчинцев: «Не хватило дисциплины, получали необоснованные удаления. Непозволительная роскошь давать «Трактору» такую фору»",https://matchtv.ru/hockey/matchtvnews_NI2123339_Jepanchincev_Ne_khvatilo_discipliny_poluchali_neobosnovannyje_udalenija_Nepozvolitelnaja_roskosh_davat_Traktoru_takuju_foru
21 октября 18:08,Автор не известен,Хет‑трик Бека не помог «Сибири» обыграть «Трактор» в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2123333_Hettrik_Beka_ne_pomog_Sibiri_obygrat_Traktor_v_matche_KKhL
21 октября 17:20,Автор не известен,"«У Исхакова достаточно таланта, чтобы получить шанс в НХЛ» — форвард «Амура» Дюрандо",https://matchtv.ru/hockey/matchtvnews_NI2123319_U_Iskhakova_dostatochno_talanta_chtoby_poluchit_shans_v_NKhL__forvard_Amura_Durando
21 октября 17:10,Андрей Ирха,"Терещенко: «В «Динамо» нет молодых игроков, которых можно было поднять в основу. Ребята должны быть готовы к КХЛ, но они «сырые»",https://matchtv.ru/hockey/matchtvnews_NI2123314_Tereshhenko_V_Dinamo_net_molodyh_igrokov_kotoryh_mozhno_bylo_podnat_v_osnovu_Rebata_dolzhny_byt_gotovy_k_KKhL_no_oni_syryje
21 октября 16:35,Андрей Ирха,Мальцев приветствует получение российского гражданства канадским нападающим «Динамо» Пакеттом,https://matchtv.ru/hockey/matchtvnews_NI2123298_Malcev_privetstvujet_poluchenije_rossijskogo_grazhdanstva_kanadskim_napadajushhim_Dinamo_Pakettom
21 октября 15:38,Владимир Пушкарев,"«При счете 3:0 игроки начали делать то, что мы не просим» — тренер «Спартака» Жамнов о поражении от «Адмирала»",https://matchtv.ru/hockey/matchtvnews_NI2123280_Pri_schete_30_igroki_nachali_delat_to_chto_my_ne_prosim__trener_Spartaka_Zhamnov_o_porazhenii_ot_Admirala
21 октября 14:53,Автор не известен,«Адмирал» обыграл «Спартак» в овертайме в матче КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2123271_Admiral_obygral_Spartak_v_overtajme_v_matche_KKhL
21 октября 12:49,Автор не известен,Канадский хоккеист «Амура» раскрыл имя самого сложного соперника,https://matchtv.ru/hockey/matchtvnews_NI2123182_Kanadskij_khokkeist_Amura_raskryl_ima_samogo_slozhnogo_sopernika
21 октября 12:18,Автор не известен,КХЛ назвала лучших хоккеистов седьмой недели сезона,https://matchtv.ru/hockey/matchtvnews_NI2123166_KKhL_nazvala_luchshih_khokkeistov_sedmoj_nedeli_sezona
20 октября 21:47,Автор не известен,"«У «Авангарда» есть свой почерк, голы придут» — Каменский",https://matchtv.ru/hockey/matchtvnews_NI2123039_U_Avangarda_jest_svoj_pocherk_goly_pridut__Kamenskij
20 октября 21:32,Автор не известен,"«Овечкин выходит играть на результат команды, а не на свой личный» — Плющев",https://matchtv.ru/hockey/matchtvnews_NI2123033_Ovechkin_vyhodit_igrat_na_rezultat_komandy_a_ne_na_svoj_lichnyj__Plushhev
20 октября 21:16,Автор не известен,"«За последние полтора сезона в «Барысе» это шестой главный тренер, что не очень хорошо сказывается на коллективе» — Буцаев",https://matchtv.ru/hockey/matchtvnews_NI2123020_Za_poslednije_poltora_sezona_v_Baryse_eto_shestoj_glavnyj_trener_chto_ne_ochen_khorosho_skazyvajetsa_na_kollektive__Bucajev
20 октября 20:28,Антон Собровин,"Тренер «Сочи» Зубов: «Мокрушев потерял пару зубов, ему наложили швы»",https://matchtv.ru/hockey/matchtvnews_NI2122987_Trener_Sochi_Zubov_Mokrushev_poteral_paru_zubov_jemu_nalozhili_shvy
20 октября 20:23,Антон Собровин,«Абрамов получил по башке после второго периода» — тренер ЦСКА Воробьев,https://matchtv.ru/hockey/matchtvnews_NI2122981_Abramov_poluchil_po_bashke_posle_vtorogo_perioda__trener_CSKA_Vorobjev
20 октября 20:22,Автор не известен,Хоккеисту «Сочи» попали коньком в лицо во время матча с ЦСКА,https://matchtv.ru/hockey/matchtvnews_NI2122979_Hokkeistu_Sochi_popali_konkom_v_lico_vo_vrema_matcha_s_CSKA
20 октября 19:39,Автор не известен,"ЦСКА потерпел четвертое поражение подряд в КХЛ, уступив «Сочи» в серии буллитов",https://matchtv.ru/hockey/matchtvnews_NI2122946_CSKA_poterpel_chetvertoje_porazhenije_podrad_v_KKhL_ustupiv_Sochi_v_serii_bullitov
20 октября 19:16,Автор не известен,«Надо принять это как должное». Буцаев — об увольнении из «Барыса»,https://matchtv.ru/hockey/matchtvnews_NI2122930_Nado_prinat_eto_kak_dolzhnoje_Bucajev__ob_uvolnenii_iz_Barysa
20 октября 18:47,Автор не известен,Канадский защитник «Нефтехимика» — о жизни в России: «Полный культурный шок»,https://matchtv.ru/hockey/matchtvnews_NI2122905_Kanadskij_zashhitnik_Neftehimika__o_zhizni_v_Rossii_Polnyj_kulturnyj_shok
20 октября 18:17,Автор не известен,«Увольнение стало ледяным душем». Буцаев — о подробностях ухода из «Барыса»,https://matchtv.ru/hockey/matchtvnews_NI2122875_Uvolnenije_stalo_ledanym_dushem_Bucajev__o_podrobnostah_uhoda_iz_Barysa
20 октября 17:16,Автор не известен,"Легионер «Нефтехимика» назвал действующего российского защитника, за которым следил в детстве",https://matchtv.ru/hockey/matchtvnews_NI2122827_Legioner_Neftehimika_nazval_dejstvujushhego_rossijskogo_zashhitnika_za_kotorym_sledil_v_detstve
20 октября 16:16,Автор не известен,Канадский игрок «Нефтехимика» назвал двух самых сложных соперников в КХЛ,https://matchtv.ru/hockey/matchtvnews_NI2122788_Kanadskij_igrok_Neftehimika_nazval_dvuh_samyh_slozhnyh_sopernikov_v_KKhL
20 октября 12:08,Автор не известен,"«Эмоции суперские, игра — бомба». Нападающий СКА Глотов о матче с ЦСКА",https://matchtv.ru/hockey/matchtvnews_NI2122664_Emocii_superskije_igra__bomba_Napadajushhij_SKA_Glotov_o_matche_s_CSKA
19 октября 23:03,Автор не известен,«Бум хоккея начался в Нижнем Новгороде с приходом Ларионова» — игрок «Торпедо» Конюшков,https://matchtv.ru/hockey/matchtvnews_NI2122539_Bum_khokkeja_nachalsa_v_Nizhnem_Novgorode_s_prihodom_Larionova__igrok_Torpedo_Konushkov
19 октября 22:26,Автор не известен,"Хоккеист «Торпедо» Конюшков: «Когда Ларионов отбивает кулачок, приятно коснуться перстня обладателя Кубка Стэнли»",https://matchtv.ru/hockey/matchtvnews_NI2122524_Hokkeist_Torpedo_Konushkov_Kogda_Larionov_otbivajet_kulachok_prijatno_kosnutsa_perstna_obladatela_Kubka_Stenli
19 октября 21:08,Павел Левкович,«Торопились на ужин или на матч «Манчестер Юнайтед» — Ларионов об уходе зрителей с серии буллитов в матче с «Динамо»,https://matchtv.ru/hockey/matchtvnews_NI2122479_Toropilis_na_uzhin_ili_na_match_Manchester_Junajted__Larionov_ob_uhode_zritelej_s_serii_bullitov_v_matche_s_Dinamo
19 октября 20:36,Автор не известен,"«Видно, что Ларионов с каждым днем растет как тренер, а мы растем вместе с ним» — игрок ХК «Торпедо» Конюшков",https://matchtv.ru/hockey/matchtvnews_NI2122467_Vidno_chto_Larionov_s_kazhdym_dnem_rastet_kak_trener_a_my_rastem_vmeste_s_nim__igrok_KhK_Torpedo_Konushkov
19 октября 20:32,Павел Левкович,"«Приятно, что специалисты такого уровня приезжают в Нижний Новгород» — Ларионов о назначении Ганчаренко в «Пари НН»",https://matchtv.ru/hockey/matchtvnews_NI2122465_Prijatno_chto_specialisty_takogo_urovna_prijezzhajut_v_Nizhnij_Novgorod__Larionov_o_naznachenii_Gancharenko_v_Pari_NN
